,Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Phase
18772,206,1208-1-002,1,Blueline Drywall Ltd.,Purchaser Changes,LS,0.0,0.0,600.0,9/21/2016
18773,206,1208-1-003,1,Design Lighting Ltd.,Purchaser Light Fixture Upgrades,LS,0.0,0.0,735.21,26-51-12
18774,206,1208-1-004,1,Frontier Fire Protection Ltd.,Sprinkler Changes,LS,0.0,0.0,300.0,21-10-13
18775,206,1208-1-005,1,Oakmont Industries,Door and Hardware Purchaser,LS,0.0,0.0,592.86,08-71-10
18777,206,1208-1-007,1,Waltex General Contractors,Purchaser Changes,LS,0.0,0.0,287.76,06-46-13
18780,206,1208-1-101,1,Magnum Coring,Bathroom Coring,LS,0.0,0.0,150.0,03-80-11
18782,206,1208-1-104,1,Friesen Floors & Window Fashions Ltd,S&I membrane/full height tile to 2nd ensuite tub walls,LS,0.0,0.0,1382.0,9/30/1940
18783,206,1208-1-105,1,Sunrise Kitchens Ltd.,S&I custom kick for Miele wine fridge,LS,0.0,0.0,160.0,11-31-40
18784,206,1208-1-106,1,Allwest Electric Ltd.,S&I electrical for closet to study changes ,LS,0.0,0.0,745.22,26-20-23
18785,206,1208-108,1,A&B Tool Rentals Ltd,Puddle pump,LS,0.0,0.0,201.6,02-70-10
18786,206,1208-108,2,A&B Tool Rentals Ltd,pump,LS,0.0,0.0,201.6,02-70-10
18787,206,1208-109,1,T.R. Trades Reproduction Ltd.,5 Sets Yellow Bond Arch IFC R2 (Issue 16) Drawings for Site,LS,0.0,0.0,500.0,01-33-23
18788,206,1208-110,1,A&B Tool Rentals Ltd,Pumps and hoses,LS,0.0,0.0,974.4,01-57-41
18789,206,1208-110,2,A&B Tool Rentals Ltd,Pumps and hoses,LS,0.0,0.0,593.6,01-57-41
18790,206,1208-110,3,A&B Tool Rentals Ltd,Pumps and hoses,LS,0.0,0.0,537.6,01-57-41
18793,206,1208-122,1,T.R. Trades Reproduction Ltd.,Printing 2 Copies of Updated Electrical Drawings,LS,0.0,0.0,120.0,01-33-23
18798,206,1208-159,1,EMT Management Inc.,Fire Safety Plan,LS,0.0,0.0,1460.0,10-41-10
18799,206,1208-159,2,EMT Management Inc.,Fire Department Review Fee,LS,0.0,0.0,209.52,10-41-10
18803,206,1208-2-003,2,Blueline Drywall Ltd.,Paer L-edge to window openings,LS,0.0,0.0,0.0,9/21/2016
18805,206,1208-2-005,1,Frontier Fire Protection Ltd.,Fire protection changes due to purchaser modifications,LS,0.0,0.0,750.0,21-10-13
18813,206,1208-2-011,1,Renner Glass Inc.,Changes to Mirrors,LS,0.0,0.0,535.0,08-83-20
18814,206,1208-2-011,2,Renner Glass Inc.,Changes to Shower Enclosures,LS,0.0,0.0,1805.0,10/28/2019
18815,206,1208-2-012,1,Friesen Floors & Window Fashions Ltd,re & re kerdi membrane; soap ledge/shower bench,LS,0.0,0.0,326.75,9/30/1940
18816,206,1208-2-013,1,New York Painting,Caulk/paint/prime/finish paint at window & door reveals,LS,0.0,0.0,975.0,09-91-23
18819,206,1208-219,1,Signum Manufacturing Inc.,Project Signage,LS,0.0,0.0,1195.0,01-58-13
18820,206,1208-219,2,Signum Manufacturing Inc.,Building Address,LS,0.0,0.0,420.0,01-58-13
18821,206,1208-219,3,Signum Manufacturing Inc.,Studio Addresses,LS,0.0,0.0,90.0,01-58-13
18822,206,1208-219,4,Signum Manufacturing Inc.,Interior Addresses,LS,0.0,0.0,420.0,01-58-13
18823,206,1208-219,5,Signum Manufacturing Inc.,Code Signage,LS,0.0,0.0,267.0,01-58-13
18824,206,1208-219,6,Signum Manufacturing Inc.,Stair Signage,LS,0.0,0.0,225.0,01-58-13
18825,206,1208-219,7,Signum Manufacturing Inc.,In Case of Fire ...,LS,0.0,0.0,71.2,01-58-13
18826,206,1208-219,8,Signum Manufacturing Inc.,Low Headroom,LS,0.0,0.0,70.0,01-58-13
18827,206,1208-219,9,Signum Manufacturing Inc.,Maximum Clearance,LS,0.0,0.0,295.0,01-58-13
18828,206,1208-219,10,Signum Manufacturing Inc.,Installation,LS,0.0,0.0,650.0,01-58-13
18830,206,1208-220,2,Renner Glass Inc.,Engineering,LS,0.0,0.0,930.0,08-88-10
18831,206,1208-225,1,Basement Systems Vancouver Inc.,Waterproofing to storm/sani pipes,LS,0.0,0.0,0.0,22-10-10
18832,206,1208-277,1,Canada Scaffold Supply Co. Ltd.,Temp guard rails - rental Apr 29 - May 26,LS,0.0,0.0,304.0,01-56-30
18833,206,1208-277,2,Canada Scaffold Supply Co. Ltd.,Freight,LS,0.0,0.0,110.0,01-56-30
18834,206,1208-277,3,Canada Scaffold Supply Co. Ltd.,temp rails May 27 - June 23,LS,0.0,0.0,286.86,01-56-30
18835,206,1208-277,4,Canada Scaffold Supply Co. Ltd.,rails rental june 24 - july 21,LS,0.0,0.0,304.0,01-56-30
18836,206,1208-277,5,Canada Scaffold Supply Co. Ltd.,Hi-rise guard rail post,LS,0.0,0.0,75.57,01-56-30
18838,206,1208-288,2,Yellow Fence Rentals,Invoice 42751 May-June,LS,0.0,0.0,116.0,01-56-26
18839,206,1208-288,3,Yellow Fence Rentals,Invoice 43363,LS,0.0,0.0,116.0,01-56-26
18840,206,1208-289,1,Design Lighting Ltd.,IC Potlights for Lobby,EA,5.0,74.94,374.7,26-51-11
18841,206,1208-289,2,Design Lighting Ltd.,510CH,EA,5.0,11.28,56.4,26-51-11
18842,206,1208-289,3,Design Lighting Ltd.,10 bulbs,EA,2.8,10.0,28.0,26-51-11
18844,206,1208-289,5,Design Lighting Ltd.,Restocking charge,LS,0.0,0.0,57.25,26-51-11
18847,206,1208-289,8,Design Lighting Ltd.,eco fee,LS,0.0,0.0,0.75,26-51-11
18849,206,1208-291,2,Marpole Drywall Ltd.,Supply materials,STE,0.0,0.0,0.0,9/21/2016
18850,206,1208-291,3,Marpole Drywall Ltd.,S&I Hardy backer to face of 5 fireplaces,LS,0.0,0.0,646.6,9/21/2016
18851,206,1208-296,2,Bauco Access Panel,1 12x16 additional panel,LS,0.0,0.0,89.51,9/21/2016
18854,206,1208-3-003,1,Allwest Electric Ltd.,Dumbwaiter addition,LS,0.0,0.0,1754.57,26-80-10
18855,206,1208-3-003,2,Allwest Electric Ltd.,Roof Kitchen,LS,0.0,0.0,235.74,26-80-10
18856,206,1208-3-003,3,Allwest Electric Ltd.,Suite Changes,LS,0.0,0.0,1385.15,26-80-10
18857,206,1208-3-004,1,Blueline Drywall Ltd.,Suite Changes,LS,0.0,0.0,1866.0,9/21/2016
18858,206,1208-3-005,1,Coast Wholesale Appliances,Appliance Upgrades,LS,0.0,0.0,2095.0,11-31-40
18859,206,1208-3-006,1,Frontier Fire Protection Ltd.,Sprinkler changes,LS,0.0,0.0,400.0,21-10-13
18860,206,1208-3-007,1,Oakmont Industries,Door Upgrades and Additions,LS,0.0,0.0,1277.76,08-71-10
18861,206,1208-3-008,1,Pebo Stones Corp.,Extra Laundry Counter,LS,0.0,0.0,720.0,12-36-40
18862,206,1208-3-009,1,Friesen Floors & Window Fashions Ltd,Change Enclosed Balcony to HW post-occ.,LS,0.0,0.0,2050.0,09-64-33
18863,206,1208-3-010,1,Sunrise Kitchens Ltd.,S&I two dressers as per quote - 301 client request,LS,0.0,0.0,900.0,12-35-30
18864,206,1208-3-011,1,Pebo Stones Corp.,Full height backsplash in laundry,LS,0.0,0.0,1540.0,12-36-40
18865,206,1208-3-012,1,Allwest Electric Ltd.,S&I electrical changes/additionsl suite 301 closet to den,LS,0.0,0.0,1270.32,26-80-10
18866,206,1208-302,1,Dunbar Lumber Supply,Wafer screws,LS,0.0,0.0,1.55,01-52-23
18867,206,1208-302,2,Dunbar Lumber Supply,Olfa cutter,EA,1.0,8.99,8.99,01-52-23
18868,206,1208-302,3,Dunbar Lumber Supply,"1/2"" plywood",EA,1.0,23.89,23.89,01-52-23
18869,206,1208-302,4,Dunbar Lumber Supply,Lumber blue crayon,LS,0.0,0.0,3.78,01-52-23
18870,206,1208-306,1,Dunbar Lumber Supply,Bag concrete,EA,10.0,5.89,58.9,3/31/1941
18872,206,1208-307,2,Design Lighting Ltd.,Supply 2 suite entry pot lights,EA,2.0,46.205,92.41,26-51-11
18875,206,1208-309,2,Friesen Floors & Window Fashions Ltd,Schluter for fireplaces - 5,LS,0.0,0.0,241.0,10-32-10
18876,206,1208-309,3,Friesen Floors & Window Fashions Ltd,Floor Prep,LS,0.0,0.0,1462.5,3/31/1946
18877,206,1208-311,1,Dunbar Lumber Supply,Non expansding foam for door frames,EA,3.0,11.29,33.87,7/21/2013
18878,206,1208-312,1,Dunbar Lumber Supply,bag concrete fo patching,EA,10.0,5.89,58.9,3/31/1941
18879,206,1208-313,1,F&G Delivery Ltd,Lift countertops June 24,LS,0.0,0.0,397.5,1/31/1940
18880,206,1208-313,2,F&G Delivery Ltd,Lift appliances July 20,LS,0.0,0.0,755.25,1/31/1940
18881,206,1208-313,3,F&G Delivery Ltd,Remove lock blocks to other site,LS,0.0,0.0,596.25,1/31/1940
18882,206,1208-313,4,F&G Delivery Ltd,Lift granite and caeserstone (Pebo),LS,0.0,0.0,1342.58,1/31/1940
18883,206,1208-317,1,Dunbar Lumber Supply,Kraft paper,RL,2.0,19.99,39.98,01-76-20
18884,206,1208-317,2,Dunbar Lumber Supply,Painters tape,RL,1.0,6.99,6.99,01-76-20
18885,206,1208-317,3,Dunbar Lumber Supply,Tuck tape,RL,2.0,9.99,19.98,01-76-20
18886,206,1208-321,1,Dunbar Lumber Supply,Tie wire,EA,2.0,4.99,9.98,01-52-23
18887,206,1208-321,2,Dunbar Lumber Supply,Cable ties,EA,2.0,8.49,16.98,01-52-23
18888,206,1208-322,1,A&B Tool Rentals Ltd,"2 - 20"" air mover fans",LS,0.0,0.0,211.2,9/21/2016
18889,206,1208-322,2,A&B Tool Rentals Ltd,1 fan ,LS,0.0,0.0,123.2,9/21/2016
18891,206,1208-323,2,Oakmont Industries,Hardware for doors,EA,2.0,30.0,60.0,08-71-10
18892,206,1208-323,3,Oakmont Industries,Taymor Bergen dummies,PCS,2.0,20.0,40.0,08-71-10
18893,206,1208-326,1,Dunbar Lumber Supply,Tape,RL,2.0,11.59,23.18,01-76-20
18894,206,1208-326,2,Dunbar Lumber Supply,1/2 x 5 KD fir,LF,2.0,3.09,6.18,6/22/2010
18895,206,1208-326,3,Dunbar Lumber Supply,Measuring tape,EA,1.0,12.99,12.99,01-52-25
18896,206,1208-330,1,Lehigh Materials Ltd.,Gravel mfor entryway and drainage,TON,13.79,16.75,230.98,3/31/1944
18897,206,1208-330,2,Lehigh Materials Ltd.,freight,LS,0.0,0.0,89.64,3/31/1944
18898,206,1208-330,3,Lehigh Materials Ltd.,enviro fee,LS,0.0,0.0,10.34,3/31/1944
18900,206,1208-336,1,Dunbar Lumber Supply,Krylon Primer,EA,1.0,7.99,7.99,09-91-13
18901,206,1208-336,2,Dunbar Lumber Supply,Krylon Paint,EA,3.0,6.99,20.97,09-91-13
18902,206,1208-336,3,Dunbar Lumber Supply,Eco Fee,EA,4.0,0.25,1.0,09-91-13
18903,206,1208-338,1,Fireplaces Unlimited,S&I paint for exterior fireplace vents,LS,0.0,0.0,300.0,10/31/2010
18906,206,1208-339,3,Herser Cement Finisher,Cement finishing - various locations,LS,0.0,0.0,784.0,3/31/1942
18908,206,1208-341,1,New York Painting,Paint new closet and laundry room ceilings,LS,0.0,0.0,1125.0,09-91-23
18909,206,1208-342,1,Dunbar Lumber Supply,Light bulbs,EA,6.0,2.99,17.94,01-52-23
18910,206,1208-342,2,Dunbar Lumber Supply,Painters Tape,EA,24.0,6.99,167.76,01-76-20
18911,206,1208-343,1,Sen Western Wholesale Lumber Ltd,Corrugated cardboard,RL,2.0,57.0,114.0,01-76-20
18912,206,1208-349,1,Reliable Security Systems Ltd.,Fire Alarm Monitoring,LS,0.0,0.0,1000.0,10-41-10
18913,206,1208-349,2,Reliable Security Systems Ltd.,Monitoring for one year,LS,0.0,0.0,720.0,10-41-10
18914,206,1208-351,1,New York Painting,Repaint closet ceilings and trim ,LS,0.0,0.0,1125.0,09-91-23
18915,206,1208-352,1,Dunbar Lumber Supply,1000 sq ft poly,RL,1.0,30.09,30.09,01-76-20
18916,206,1208-353,1,ThyssenKrupp Elevator (Canada) Limited,Make elevator operable for appliance lift - 8 hrs.,LS,0.0,0.0,1000.0,11-31-30
18917,206,1208-355,1,A&B Tool Rentals Ltd,Hilti breaker; chisel; point for coring hole,LS,0.0,0.0,49.6,03-80-11
18918,206,1208-356,1,ABM Cutting & Coring Ltd,"Core holes at podium - 3 of 3 ""'/2 of 6""",LS,0.0,0.0,550.0,03-80-11
18919,206,1208-357,1,Peak Disposal Services Inc.,Dump and return,LS,0.0,0.0,445.0,01-74-13
18920,206,1208-358,1,Superior Stone Slinger Services,3/4 clear crush,LS,0.0,0.0,816.88,31-81-23
18921,206,1208-359,1,Advanced Mobile First Aid & Safety Inc.,Gauze pads,EA,1.0,35.1,35.1,01-52-16
18922,206,1208-359,2,Advanced Mobile First Aid & Safety Inc.,Retension bandage 7.5 cm,EA,24.0,3.55,85.2,01-52-16
18923,206,1208-359,3,Advanced Mobile First Aid & Safety Inc.,Retension bandage,EA,24.0,2.85,68.4,01-52-16
18924,206,1208-359,4,Advanced Mobile First Aid & Safety Inc.,Safety glasses,EA,12.0,3.95,47.4,01-52-16
18925,206,1208-359,5,Advanced Mobile First Aid & Safety Inc.,Safety vest,EA,1.0,175.05,175.05,01-52-16
18926,206,1208-360,1,Dunbar Lumber Supply,1 roll heavy poly,EA,2.0,59.99,119.98,01-76-20
18927,206,1208-361,1,Dunbar Lumber Supply,3 x 50 Filter cloth,RL,2.0,6.99,13.98,31-81-25
18928,206,1208-362,1,Sen Western Wholesale Lumber Ltd,Hiab sump to studio location,EA,1.0,95.0,95.0,31-81-24
18929,206,1208-363,1,Dunbar Lumber Supply,Steel cutting wheels,EA,3.0,3.99,11.97,01-52-23
18930,206,1208-363,2,Dunbar Lumber Supply,Blueskin primer,EA,1.0,18.29,18.29,01-52-23
18931,206,1208-363,3,Dunbar Lumber Supply,Eco fee for paint,EA,1.0,0.25,0.25,01-52-23
18932,206,1208-363,4,Dunbar Lumber Supply,Concrete,EA,3.0,5.89,17.67,01-52-23
18933,206,1208-365,1,Oakmont Industries,Entry  patio and eclipse doors to be keyed alike,LS,0.0,0.0,300.0,08-71-10
18934,206,1208-366,1,Sen Western Wholesale Lumber Ltd,"1/2 "" plywood",SHT,15.0,17.99,269.85,01-76-20
18935,206,1208-367,1,Dunbar Lumber Supply,landscape cloth,RL,1.0,6.99,6.99,31-81-25
18936,206,1208-367,2,Dunbar Lumber Supply,Blue electrical tape,RL,2.0,1.39,2.78,01-52-23
18937,206,1208-367,3,Dunbar Lumber Supply,Painters tape,RL,6.0,7.69,46.14,01-76-20
18939,206,1208-368,2,Sen Western Wholesale Lumber Ltd,Cartage,EA,1.0,75.0,75.0,32-40-30
18940,206,1208-369,1,New York Painting,Re-paint all bathroom ceilings - satin finish,LS,0.0,0.0,939.42,09-91-23
18941,206,1208-370,1,Peak Disposal Services Inc.,20 yard dump and return,LS,0.0,0.0,375.0,01-74-13
18942,206,1208-370,2,Peak Disposal Services Inc.,drywall in bin,LS,0.0,0.0,30.0,01-74-13
18943,206,1208-370,3,Peak Disposal Services Inc.,20 yard dump and return 45852,LS,0.0,0.0,375.0,01-74-13
18944,206,1208-370,4,Peak Disposal Services Inc.,20 yard dump and return 45882,LS,0.0,0.0,375.0,01-74-13
18946,206,1208-372,1,Yellow Fence Rentals,Temp fence for west side ,EA,7.0,0.0,0.0,01-56-26
18947,206,1208-373,1,Dunbar Lumber Supply,Sawzall blades,EA,2.0,8.09,16.18,01-52-25
18948,206,1208-374,1,Peak Disposal Services Inc.,6 yd bin,LS,0.0,0.0,330.0,01-74-13
18949,206,1208-375,1,Sen Western Wholesale Lumber Ltd,MDO form ply for podium,SHT,8.0,51.9,415.2,3/31/1944
18950,206,1208-376,1,Dunbar Lumber Supply,Nails - bright duplex,LS,0.0,0.0,6.04,01-52-23
18951,206,1208-376,2,Dunbar Lumber Supply,1/4 pine plywood,LS,0.0,0.0,26.99,01-52-23
18952,206,1208-377,1,Sen Western Wholesale Lumber Ltd,sakrete mix,EA,25.0,6.95,173.75,3/15/2010
18953,206,1208-378,1,Dunbar Lumber Supply,Quickcrete studio unit,EA,6.0,5.89,35.34,3/31/1944
18954,206,1208-379,1,A&B Tool Rentals Ltd,Concrete vibrators,EA,1.0,25.6,25.6,3/31/1943
18955,206,1208-379,2,A&B Tool Rentals Ltd,Vibrator pump,LS,0.0,0.0,240.0,01-52-25
18956,206,1208-380,1,Superior Stone Slinger Services,"1 load of 3/4"" clear crush",LS,0.0,0.0,480.33,31-81-23
18958,206,1208-382,1,Design Lighting Ltd.,LED strip lighting cut to 220/73/60cm,LS,0.0,0.0,379.7,26-51-12
18959,206,1208-382,2,Design Lighting Ltd.,trims,LS,0.0,0.0,51.44,26-51-12
18960,206,1208-384,1,ABM Cutting & Coring Ltd,Coring to podium for wtaerfeature and gas,LS,0.0,0.0,450.0,3/30/1953
18961,206,1208-385,1,Dunbar Lumber Supply,5x4 Duct reducers,EA,5.0,9.99,49.95,11-31-30
18962,206,1208-385,2,Dunbar Lumber Supply,Shop towels,EA,2.0,3.69,7.38,01-52-22
18963,206,1208-386,1,Broadway Locksmith Ltd.,S&I VFD lockbox  permits  coring,LS,0.0,0.0,828.09,01-57-30
18964,206,1208-388,1,New York Painting,Calking at schluter at all bathrooms,LS,0.0,0.0,297.0,07-92-10
18965,206,1208-388,2,New York Painting,Priming suites ,LS,0.0,0.0,951.06,09-91-23
18966,206,1208-388,3,New York Painting,Repainting ceiling suite 302,LS,0.0,0.0,255.77,09-91-23
18967,206,1208-388,4,New York Painting,Studios touch up (murphy bed wiring removed)/plugs in suites,LS,0.0,0.0,1584.0,09-91-23
18968,206,1208-390,1,Dunbar Lumber Supply,concrete trowel,EA,1.0,22.89,22.89,3/31/1944
18969,206,1208-391,1,Dunbar Lumber Supply,Edge trowel,EA,1.0,15.19,15.19,3/31/1944
18970,206,1208-391,2,Dunbar Lumber Supply,Groove Trowel,EA,1.0,42.29,42.29,3/31/1944
18971,206,1208-392,1,A&B Tool Rentals Ltd,Concrete vibrator,EA,1.0,31.46,31.46,3/31/1944
18972,206,1208-392,2,A&B Tool Rentals Ltd,Pin Drill,EA,1.0,0.0,0.0,3/31/1944
18973,206,1208-393,1,Peak Disposal Services Inc.,Dump and return 40yd,LS,0.0,0.0,445.0,01-74-13
18974,206,1208-394,1,Sen Western Wholesale Lumber Ltd,4 x 8 x1/8 Mahogany door skin,SHT,20.0,7.95,159.0,01-76-20
18975,206,1208-394,2,Sen Western Wholesale Lumber Ltd,"2"" painters tape",RL,12.0,4.99,59.88,01-76-20
18976,206,1208-396,1,Brock White Canada ULC,Constar Bond Patch,EA,5.0,25.65,128.25,3/15/2010
18977,206,1208-398,1,Dunbar Lumber Supply,Fireguard gyproc,LS,0.0,0.0,63.08,01-52-23
18978,206,1208-399,1,Dunbar Lumber Supply,Halogen bulbs,EA,3.0,4.79,14.37,01-52-23
18980,206,1208-400,1,Broadway Locksmith Ltd.,Supply & install bike racks as per quote,LS,0.0,0.0,755.0,10-51-13
18981,206,1208-401,1,Master Stucco Ltd.,"S&I 7 of 2"" CFI panels as per quote",LS,0.0,0.0,1320.0,3/31/2026
18983,206,1208-403,1,Dunbar Lumber Supply,Light bulbs,EA,12.0,3.59,43.08,01-51-26
18984,206,1208-403,2,Dunbar Lumber Supply,Ecofee,EA,12.0,0.05,0.6,01-51-26
18985,206,1208-404,1,Dunbar Lumber Supply,Fire rated plywood for electrical room,SHT,1.0,79.99,79.99,6/10/1980
18986,206,1208-405,1,Dunbar Lumber Supply,Boot covers,EA,2.0,8.89,17.78,01-52-23
18987,206,1208-406,1,Oakmont Industries,Supply front gate hardware,LS,0.0,0.0,265.0,08-71-13
18988,206,1208-408,1,A&B Tool Rentals Ltd,Pallet jack for parkade 150579-1,EA,1.0,168.0,168.0,01-52-25
18989,206,1208-408,2,A&B Tool Rentals Ltd,150579A-1,LS,0.0,0.0,168.0,01-52-25
18990,206,1208-408,3,A&B Tool Rentals Ltd,150579B-1,LS,0.0,0.0,144.0,01-52-25
18991,206,1208-409,1,Dunbar Lumber Supply,"2"" masking tape",RL,4.0,7.69,30.76,01-76-20
18993,206,1208-410,2,Design Lighting Ltd.,Purchase LEDWALL001-BK,LS,0.0,0.0,2135.82,26-56-10
18994,206,1208-410,3,Design Lighting Ltd.,Restocking Charge,LS,0.0,0.0,1080.0,26-56-10
18995,206,1208-410,4,Design Lighting Ltd.,Shipping to be determined,LS,0.0,0.0,220.0,26-56-10
18996,206,1208-411,1,Top Gun Injection Limited,Polyurethane injection - 15 lineal feet,LS,0.0,0.0,705.0,3/31/1942
18997,206,1208-411,2,Top Gun Injection Limited,Crack chase/fill - 36 lineal feet,LS,0.0,0.0,792.0,3/31/1942
18998,206,1208-411,3,Top Gun Injection Limited,Polyurethane injection - two additional cracks,LS,0.0,0.0,1373.0,3/31/1942
18999,206,1208-412,1,Peak Disposal Services Inc.,dump & return 40 yard bin,LS,0.0,0.0,445.0,01-74-13
19000,206,1208-413,1,Shield Masonry Ltd,Water feature cap stones,LS,0.0,0.0,1750.0,04-43-13
19001,206,1208-414,1,Windsor Plywood,keys  cutters  paper towels  epoxy blades  paint thinner,LS,0.0,0.0,137.89,01-52-23
19002,206,1208-415,1,Dunbar Lumber Supply,"4"" abs",LS,0.0,0.0,15.98,01-52-23
19003,206,1208-415,2,Dunbar Lumber Supply,Sweeping Compound,LS,0.0,0.0,67.98,01-52-23
19004,206,1208-415,3,Dunbar Lumber Supply,Titebond ,LS,0.0,0.0,9.98,01-52-23
19006,206,1208-417,1,Pebo Stones Corp.,S&I 4 caeserstone sills,LS,0.0,0.0,800.0,12-36-40
19007,206,1208-418,1,A&B Tool Rentals Ltd,Grinder,LS,0.0,0.0,65.4,01-52-25
19008,206,1208-418,2,A&B Tool Rentals Ltd,Concrete Drill,LS,0.0,0.0,76.58,01-52-25
19009,206,1208-418,3,A&B Tool Rentals Ltd,"Concrete Drill - 1 1/2""",LS,0.0,0.0,131.74,31-41-60
19010,206,1208-418,4,A&B Tool Rentals Ltd,"Concrete Drill 1 1/2""",LS,0.0,0.0,37.6,31-41-60
19011,206,1208-418,5,A&B Tool Rentals Ltd,"Concrete drill 1 1/2""",LS,0.0,0.0,107.2,31-41-60
19012,206,1208-419,1,Dunbar Lumber Supply,Misc supplies,LS,0.0,0.0,155.53,01-52-23
19013,206,1208-419,2,Dunbar Lumber Supply,Floor protection supplies,LS,0.0,0.0,238.78,01-76-20
19014,206,1208-419,3,Dunbar Lumber Supply,miscellaneous supplies,LS,0.0,0.0,76.6,01-52-23
19015,206,1208-420,1,Windsor Plywood,primer paint,EA,1.0,7.15,7.15,01-52-23
19016,206,1208-420,2,Windsor Plywood,Enviro levy,EA,1.0,0.25,0.25,01-52-23
19017,206,1208-420,3,Windsor Plywood,Wire brush,EA,1.0,3.64,3.64,01-52-23
19018,206,1208-420,4,Windsor Plywood,garbage bags,EA,1.0,18.89,18.89,01-52-23
19019,206,1208-420,5,Windsor Plywood,hex bolts,LS,0.0,0.0,1.3,01-52-23
19020,206,1208-421,1,Fireplaces Unlimited,Supply 6 remote controls for fireplaces,EA,6.0,93.23,559.38,10/31/2010
19021,206,1208-422,1,WeatherGuard Gutters Inc.,S&I aluminum downpipes,LS,0.0,0.0,580.0,05-50-10
19022,206,1208-423,1,ABM Cutting & Coring Ltd,Cut walls at studio patios for metal gates,LS,0.0,0.0,600.0,03-80-11
19023,206,1208-424,1,Dunbar Lumber Supply,caulking/paint/anchors,LS,0.0,0.0,24.63,01-52-23
19026,206,1208-425,3,Summit Steel Cladding Inc.,Brown trims at 1st floor,LS,0.0,0.0,680.0,07-44-60
19027,206,1208-425,4,Summit Steel Cladding Inc.,Replace access panel door - upper kitchen,LS,0.0,0.0,710.0,07-44-60
19028,206,1208-425,5,Summit Steel Cladding Inc.,Flashing at upper cornice,LS,0.0,0.0,1080.0,07-44-60
19029,206,1208-425,6,Summit Steel Cladding Inc.,Cover for fire damper,LS,0.0,0.0,425.0,07-44-60
19030,206,1208-425,7,Summit Steel Cladding Inc.,Re-install panels below windows 1st floor,LS,0.0,0.0,455.0,07-44-60
19031,206,1208-426,1,Design Lighting Ltd.,Supply additional lamps/bulbs as per quote,LS,0.0,0.0,12.15,26-51-12
19033,206,1208-427,1,Franklin Woodcraft,Mirror backing suite 302 ,LS,0.0,0.0,100.0,08-83-20
19034,206,1208-428,1,New York Painting,Repainting suite walls/ceilings (06),LS,0.0,0.0,1235.59,09-91-23
19035,206,1208-428,2,New York Painting,Repaint stair (07),LS,0.0,0.0,356.51,09-91-23
19036,206,1208-428,3,New York Painting,Repaint 101  102  201 bathroom walls/ceilings (08),LS,0.0,0.0,832.46,09-91-23
19037,206,1208-428,4,New York Painting,Drywall touch-ups (09),LS,0.0,0.0,198.0,09-91-23
19038,206,1208-428,5,New York Painting,Paint access panels (10),LS,0.0,0.0,396.0,09-91-23
19039,206,1208-428,6,New York Painting,Paint touch up Suite 301 (trade damage) (11),LS,0.0,0.0,390.0,09-91-23
19040,206,1208-428,7,New York Painting,Paint touch up Suite 201 (trade damage) (12),LS,0.0,0.0,420.75,09-91-23
19041,206,1208-428,8,New York Painting,Paint touch up 101  102  202 (trade damage) (13),LS,0.0,0.0,792.0,09-91-23
19042,206,1208-428,9,New York Painting,Paint touch up woodwork (14),LS,0.0,0.0,792.0,09-91-23
19043,206,1208-428,10,New York Painting,Paint touch up woodwork 101 & 102 (15),LS,0.0,0.0,396.0,09-91-23
19044,206,1208-428,11,New York Painting,Paint touch up 201  202  301 (16),LS,0.0,0.0,445.5,09-91-23
19045,206,1208-428,12,New York Painting,Paint walls/bathroom ceiling 101  102  201 (17),LS,0.0,0.0,544.5,09-91-23
19046,206,1208-428,13,New York Painting,Paint touch up Suite 302 (trade damage) (18),LS,0.0,0.0,792.0,09-91-23
19047,206,1208-428,14,New York Painting,Paint suite 302 closet (19),LS,0.0,0.0,198.0,09-91-23
19048,206,1208-428,15,New York Painting,Paint bike/locker room (20),LS,0.0,0.0,730.86,09-91-23
19049,206,1208-429,1,Dunbar Lumber Supply,misc site supplies,LS,0.0,0.0,151.67,01-52-23
19050,206,1208-430,1,Broadway Locksmith Ltd.,S&I locks and two keys each for 6 mailboxes,LS,0.0,0.0,300.0,10-55-23
19051,206,1208-431,1,Dunbar Lumber Supply,temporay hoarding for shoring removal,LS,0.0,0.0,459.9,01-56-30
19052,206,1208-432,1,Oakmont Industries,Wider thresholds for roof top doors,PCS,2.0,36.95,73.9,06-46-41
19054,206,1208-433,2,Fleetwood Ironworks Ltd,trench grate at front entry,LS,0.0,0.0,125.0,05-50-10
19055,206,1208-435,1,Dunbar Lumber Supply,plywood/screws/respirator,LS,0.0,0.0,205.18,01-52-23
19057,206,1208-436,1,National Concrete Accessories Canada Inc.,Concrete disolver,LS,0.0,0.0,47.7,3/15/2010
19058,206,1208-437,1,Dunbar Lumber Supply,deficiency work materials,LS,0.0,0.0,52.01,01-77-20
19059,206,1208-438,1,Herser Cement Finisher,eyebrow repair,LS,0.0,0.0,1085.0,03-36-10
