Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Cost Code
206,1204-CPO-0361,7,LaFarge Canada Inc.,Minimum Load 2 - 2.99 m3,EA,1,150,150,03-31-43
206,1204-CPO-0361,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2,6,12,03-31-43
206,1204-CPO-0361,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0362,1,LaFarge Canada Inc.,VERTICAL55 14MM 4-7% FLOW,m3,11.6,160,1856,03-31-44
206,1204-CPO-0362,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.6,6,69.6,03-31-44
206,1204-CPO-0362,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0362,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,3.4,160,544,03-31-43
206,1204-CPO-0362,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.4,6,20.4,03-31-43
206,1204-CPO-0362,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0363,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,128,149,19072,03-31-44
206,1204-CPO-0363,2,LaFarge Canada Inc.,Delay Set 2-25,m3,128,9,1152,03-31-44
206,1204-CPO-0363,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128,6,768,03-31-44
206,1204-CPO-0363,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0363a,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0363a,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0363a,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0363a,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-44
206,1204-CPO-0363a,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0364,1,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,82,187,15334,03-31-43
206,1204-CPO-0364,2,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0364,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,114,6,684,03-31-43
206,1204-CPO-0364,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,12,10,120,03-31-43
206,1204-CPO-0364a,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0364a,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0364a,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0364a,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-43
206,1204-CPO-0364a,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0365,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,11.5,160,1840,03-31-44
206,1204-CPO-0365,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.5,6,69,03-31-44
206,1204-CPO-0365,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0365,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,4.5,160,720,03-31-43
206,1204-CPO-0365,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,4.5,6,27,03-31-43
206,1204-CPO-0365,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0366,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0366,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0366,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0366,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-43
206,1204-CPO-0366,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0366,6,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,127,149,18923,03-31-44
206,1204-CPO-0366,7,LaFarge Canada Inc.,Delay Set 1-35,m3,104,6,624,03-31-44
206,1204-CPO-0366,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,127,6,762,03-31-44
206,1204-CPO-0366,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0367,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,3,165,495,03-31-43
206,1204-CPO-0367,2,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,88,187,16456,03-31-43
206,1204-CPO-0367,3,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0367,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,123,6,738,03-31-43
206,1204-CPO-0367,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-43
206,1204-CPO-0368,1,LaFarge Canada Inc.,35MPA 14 MM 5-8%,m3,1,149,149,03-31-44
206,1204-CPO-0368,2,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0368,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-44
206,1204-CPO-0368,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0369,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,16.8,160,2688,03-31-44
206,1204-CPO-0369,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,16.8,6,100.8,03-31-44
206,1204-CPO-0369,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0369,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,3.2,160,512,03-31-43
206,1204-CPO-0369,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0369,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0370,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,122,149,18178,03-31-44
206,1204-CPO-0370,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,122,6,732,03-31-44
206,1204-CPO-0370,3,LaFarge Canada Inc.,Delay Set 1-35,m3,8,6,48,03-31-44
206,1204-CPO-0370,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0370,5,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0370,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0370,7,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0370,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-44
206,1204-CPO-0370,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0371,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,81,149,12069,03-31-43
206,1204-CPO-0371,2,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0371,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,113,6,678,03-31-43
206,1204-CPO-0371,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,14,10,140,03-31-43
206,1204-CPO-0371,5,LaFarge Canada Inc.,Delay Set 1-35,m3,33,6,198,03-31-43
206,1204-CPO-0371,6,LaFarge Canada Inc.,Delay Set 1-35,m3,16,6,96,03-31-43
206,1204-CPO-0371,7,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0371,8,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0371,9,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0371,10,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-43
206,1204-CPO-0371,11,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0372,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,11.4,160,1824,03-31-44
206,1204-CPO-0372,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.4,6,68.4,03-31-44
206,1204-CPO-0372,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0372,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,3.2,160,512,03-31-43
206,1204-CPO-0372,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0372,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0373,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,132,149,19668,03-31-44
206,1204-CPO-0373,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,132,6,792,03-31-44
206,1204-CPO-0373,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0373,4,LaFarge Canada Inc.,Delay Set 1-35,m3,24,6,144,03-31-44
206,1204-CPO-0373,5,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0373,6,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0373,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-44
206,1204-CPO-0373,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0374,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,81,149,12069,03-31-43
206,1204-CPO-0374,2,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0374,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,113,6,678,03-31-43
206,1204-CPO-0374,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,14,10,140,03-31-43
206,1204-CPO-0374,5,LaFarge Canada Inc.,Delay Set 1-35,m3,33,6,198,03-31-43
206,1204-CPO-0374,6,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0374,7,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0374,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1.4,6,8.4,03-31-43
206,1204-CPO-0374,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0375,1,LaFarge Canada Inc.,VERTICAL35 14MM 4-7% EXT WALLS/CLM,m3,3,139,417,03-31-43
206,1204-CPO-0375,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3,6,18,03-31-43
206,1204-CPO-0375,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-43
206,1204-CPO-0375,4,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,3,6,18,03-31-44
206,1204-CPO-0375,5,LaFarge Canada Inc.,VERTICAL35 14MM 4-7% EXT WALLS/CLM,m3,5,139,695,03-31-44
206,1204-CPO-0375,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,5,6,30,03-31-44
206,1204-CPO-0375,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-44
206,1204-CPO-0375,8,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,5,6,30,03-31-44
206,1204-CPO-0376,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,17,160,2720,03-31-44
206,1204-CPO-0376,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,17,6,102,03-31-44
206,1204-CPO-0376,3,LaFarge Canada Inc.,Saturday Delivery (Per M3),m3,17,15,255,03-31-44
206,1204-CPO-0376,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,3,10,30,03-31-44
206,1204-CPO-0377,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,122,149,18178,03-31-44
206,1204-CPO-0377,2,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0377,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0377,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,123.4,6,740.4,03-31-44
206,1204-CPO-0377,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0377,6,LaFarge Canada Inc.,Delay Set 1-35,m3,96,6,576,03-31-44
206,1204-CPO-0378,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,116,149,17284,03-31-43
206,1204-CPO-0378,2,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0378,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0378,4,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0378,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,117.4,6,704.4,03-31-43
206,1204-CPO-0378,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-43
206,1204-CPO-0379,1,LaFarge Canada Inc.,35MPA 20MM 1-4%,m3,3.2,136,435.2,03-31-43
206,1204-CPO-0379,2,LaFarge Canada Inc.,Minimum Load 3 - 3.99 m3,EA,1,150,150,03-31-43
206,1204-CPO-0379,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0379,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0380,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,16.4,149,2443.6,03-31-44
206,1204-CPO-0380,2,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0380,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,17.8,6,106.8,03-31-44
206,1204-CPO-0380,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,3,10,30,03-31-44
206,1204-CPO-0380,5,LaFarge Canada Inc.,Saturday Delivery (Per M3),m3,1.4,15,21,03-31-44
206,1204-CPO-0380,6,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0381,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,122,149,18178,03-31-44
206,1204-CPO-0381,2,LaFarge Canada Inc.,FLO-FIL05 5MM 1-4% CDF SKIM CONC UNDER FTG (NOT PUMP),m3,1,123,123,03-31-44
206,1204-CPO-0381,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,123,6,738,03-31-44
206,1204-CPO-0381,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0381,5,LaFarge Canada Inc.,Saturday Delivery (Per M3),m3,123,15,1845,03-31-44
206,1204-CPO-0381,6,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0381,7,LaFarge Canada Inc.,Saturday Delivery (Per M3),m3,-123,15,-1845,03-31-44
206,1204-CPO-0382,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0382,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0382,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,0,200,0,03-31-43
206,1204-CPO-0382,4,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,131,149,19519,03-31-43
206,1204-CPO-0382,5,LaFarge Canada Inc.,Delay Set 1-35,m3,91,6,546,03-31-43
206,1204-CPO-0382,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,132.4,6,794.4,03-31-43
206,1204-CPO-0382,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,18,10,180,03-31-43
206,1204-CPO-0383,1,LaFarge Canada Inc.,Vertical 45 20MM 1-4%,m3,10,140,1400,03-31-44
206,1204-CPO-0383,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,10,6,60,03-31-44
206,1204-CPO-0383,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0384,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,16.6,160,2656,03-31-44
206,1204-CPO-0384,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,16.6,6,99.6,03-31-44
206,1204-CPO-0384,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0385,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0385,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0385,3,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,129.6,149,19310.4,03-31-44
206,1204-CPO-0385,4,LaFarge Canada Inc.,Delay Set 1-35,m3,81.6,6,489.6,03-31-44
206,1204-CPO-0385,5,LaFarge Canada Inc.,Minimum Load 4 - 4.99 m3,EA,1,100,100,03-31-44
206,1204-CPO-0385,6,LaFarge Canada Inc.,Minimum Load 5 - 5.99 m3,EA,1,100,100,03-31-44
206,1204-CPO-0385,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,131,6,786,03-31-44
206,1204-CPO-0385,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,18,10,180,03-31-44
206,1204-CPO-0387,1,LaFarge Canada Inc.,35MPA 20MM 1-4% BSMT P.WALLS/INTR WALLS,m3,3.2,136,435.2,03-31-43
206,1204-CPO-0387,2,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0387,3,LaFarge Canada Inc.,Minimum Load 3 - 3.99 m3,EA,1,150,150,03-31-43
206,1204-CPO-0387,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0387,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0388,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,12.6,149,1877.4,03-31-44
206,1204-CPO-0388,2,LaFarge Canada Inc.,Delay Set 1-35,m3,12.6,6,75.6,03-31-44
206,1204-CPO-0388,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,12.6,6,75.6,03-31-44
206,1204-CPO-0388,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0389,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,128,149,19072,03-31-44
206,1204-CPO-0389,2,LaFarge Canada Inc.,Delay Set 1-35,m3,88,6,528,03-31-44
206,1204-CPO-0389,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,129.4,6,776.4,03-31-44
206,1204-CPO-0389,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0389,5,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0389,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0390,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,109,149,16241,03-31-43
206,1204-CPO-0390,2,LaFarge Canada Inc.,Delay Set 1-35,m3,53,6,318,03-31-43
206,1204-CPO-0390,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,110.4,6,662.4,03-31-43
206,1204-CPO-0390,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,15,10,150,03-31-43
206,1204-CPO-0390,5,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0390,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0391,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,4,149,596,03-31-43
206,1204-CPO-0391,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,4,6,24,03-31-43
206,1204-CPO-0391,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0391,4,LaFarge Canada Inc.,Minimum Load 4 - 4.99 m3,EA,1,100,100,03-31-43
206,1204-CPO-0391,5,LaFarge Canada Inc.,Delay Set 1-35,m3,4,6,24,03-31-43
206,1204-CPO-0392,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,18,149,2682,03-31-44
206,1204-CPO-0392,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,18,6,108,03-31-44
206,1204-CPO-0392,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0393,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0393,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0393,3,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,128,149,19072,03-31-44
206,1204-CPO-0393,4,LaFarge Canada Inc.,Delay Set 1-35,m3,84,6,504,03-31-44
206,1204-CPO-0393,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,129.4,6,776.4,03-31-44
206,1204-CPO-0393,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0394,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-43
206,1204-CPO-0394,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0394,3,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,108,149,16092,03-31-43
206,1204-CPO-0394,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,109.4,6,656.4,03-31-43
206,1204-CPO-0394,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,15,10,150,03-31-43
206,1204-CPO-0395,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,12.6,149,1877.4,03-31-44
206,1204-CPO-0395,2,LaFarge Canada Inc.,Delay Set 1-35,m3,12.6,6,75.6,03-31-44
206,1204-CPO-0395,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,12.6,6,75.6,03-31-44
206,1204-CPO-0395,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0395,5,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,3,149,447,03-31-43
206,1204-CPO-0395,6,LaFarge Canada Inc.,Delay Set 1-35,m3,3,6,18,03-31-43
206,1204-CPO-0395,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3,6,18,03-31-43
206,1204-CPO-0395,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0396,1,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,1.4,165,231,03-31-44
206,1204-CPO-0396,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0396,3,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,127,149,18923,03-31-44
206,1204-CPO-0396,4,LaFarge Canada Inc.,Delay Set 1-35,m3,87,6,522,03-31-44
206,1204-CPO-0396,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128.4,6,770.4,03-31-44
206,1204-CPO-0396,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0397,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,106,149,15794,03-31-43
